2025-06-30 11:54:30 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/regimens/349 HTTP/1.1" 200 6156
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/regimens/349 HTTP/1.1" 200 6156
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/regimens/349 HTTP/1.1" 200 6156
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/regimens/349 HTTP/1.1" 200 6156
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/regimens/349 HTTP/1.1" 200 6156
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/regimens/349 HTTP/1.1" 200 6156
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/regimens/349 HTTP/1.1" 200 6156
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/regimens/349 HTTP/1.1" 200 6156
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:32 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:41 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:42 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/regimens?results_per_page=200&page=1 HTTP/1.1" 200 2312174
2025-06-30 11:54:42 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:42 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/regimens?results_per_page=200&page=2 HTTP/1.1" 200 1700998
2025-06-30 11:54:42 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:42 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/regimens?results_per_page=200&page=3 HTTP/1.1" 200 1223311
2025-06-30 11:54:42 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:43 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/regimens?results_per_page=200&page=4 HTTP/1.1" 200 511849
2025-06-30 11:54:43 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:43 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/regimens?results_per_page=200&page=1 HTTP/1.1" 200 2312174
2025-06-30 11:54:43 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:43 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/regimens?results_per_page=200&page=2 HTTP/1.1" 200 1700998
2025-06-30 11:54:43 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:44 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/regimens?results_per_page=200&page=3 HTTP/1.1" 200 1223311
2025-06-30 11:54:44 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:44 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/regimens?results_per_page=200&page=4 HTTP/1.1" 200 511849
2025-06-30 11:54:44 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:45 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "POST / HTTP/1.1" 302 221
2025-06-30 11:54:45 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /users/ HTTP/1.1" 200 2931
2025-06-30 11:54:46 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "POST /set_state/366122 HTTP/1.1" 302 209
2025-06-30 11:54:46 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET / HTTP/1.1" 200 3345
2025-06-30 11:54:46 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:46 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:46 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:46 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:46 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:46 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/regimens/349 HTTP/1.1" 200 6156
2025-06-30 11:54:46 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:46 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:46 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:46 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/regimens/349 HTTP/1.1" 200 6156
2025-06-30 11:54:46 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:46 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:46 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:46 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:46 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:46 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:46 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:46 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:46 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:46 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:46 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:46 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:46 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:46 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:46 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
2025-06-30 11:54:46 | urllib3.connectionpool | DEBUG | connectionpool.py:547 _make_request MainThread | http://mtrain:5000 "GET /api/v1/subjects/366122 HTTP/1.1" 200 110
2025-06-30 11:54:46 | urllib3.connectionpool | DEBUG | connectionpool.py:245 _new_conn MainThread | Starting new HTTP connection (1): mtrain:5000
